"Comment","Class"
"US visa","false"
"Please call me, D-Type national visa - Poland in the UAE","false"
"Hi sir","false"
"Ali","false"
"Need Schengen Visa (Italy) for my wife. She is an UAE resident","false"
"Urgent for medical treatment","false"
"Golden Visa","false"
"Asif","false"
"I need a work visa","false"
"Need to apply for a Schengen Visa","false"
"I need for my work permit","false"
"I would like to apply for visa for the uk.","false"
"i need schengen visa","false"
"i am looking for schenzen visa and i am resident of uae","false"
"Need visit visa appointment at the earliest","false"
"Give me visa in USA \n","false"
"I would like to travel in July and need to get my schengen visa as soon as possible.\nPreferably long term multiple entry. \nThanks","false"
"I am asking for a tourist trip.","false"
"Business Owner in UAE and I want to apply for the visa for business purposes and kindly share your details with me on WhatsApp and I will patiently wait for your response, thank you.","false"
"I want to offer a tourist visa to the city of My City in Greece","false"
"Job","false"
"Visa","false"
"We need poland visit visa singel entry 5days","false"
"Assistance of Schengen visa","false"
"I want to ask you about visa information","false"
"Tourist visa","false"
"Schengen visa appointment","false"
"My son(Nikhilesh) who under 18 years old need a UK visa to play a cricket on behalf of academy who have planned to travel on 14th July\\'24.","false"
"Tourist","false"
"Hello, I am a resident of the UAE from Russia, I need to get a tourist visa to Italy or France, from 14 to 25 July can you tell me the required documents? Is there a condition for a minimum bank account balance?","false"
"I want us visit visa","false"
"I need visit visa schegan","false"
"visa","false"
"Plz Help","false"
"Hi","false"
"How much is the schengen visit visa?\n","false"
"запись в консульство","false"
"Hello , I need some information","false"
"i am looking forward to apply Schengen visa . entry point will be Frankfurt.","false"
"اخرسامانه ثبت نام گذرنامه اینترنتی فعال نشدهوفقط دهن پرکن شده خدمات صفرکه هیچ زیرصفر","false"
"I want to open personal and business account\npetar.damnjanovic@gmail.com","false"
"Являюсь резидентом","false"
"виза в Шенген из ОАЭ, гражданство Узбекистан","false"
"can I get to know information of H1 VISA","false"
"Need to discuss with DS 160 application.","false"
"Want to relocate to us with work permit","false"
"Italy visa","false"
"looking for a work visa in usa","false"
"Open bank account","false"
"I want work parmint","false"
"need a permit visa for UK immediately\nbest reference from your side ","false"
"I’m looking for fastest available visa appointment for my j1 visa. Kindly help me","false"
"I am planning to visit sweden with my family i want to apply for visit visa services","false"
"Need to apply for Schengen visa for Austria visit, for family of four. Please contact.","false"
"Looking for 4 passengers visa appointment to Italy in November 24.","false"
"Hi, I’m planning to go to Italy or greece. Need schengen visa. How long does it take to process?","false"
"Здравствуйте. Паспорт РФ, ВНЖ ОАЭ, интересует, за какой минимальный срок сейчас (если делать через вас) реально сделать Шенген с основной страной Германия.","false"
"Hi team \nNeed to get Italy Schengen visa to travel on July \n","false"
"Query for the Schengen visa appointment vfs date","false"
"I am visa apply","false"
"Получить государственную доверенность на вступления в наследство","false"
"I want to apply a visa for SPAIN please help me to proceed my visa","false"
"Obtain Schengen for tourism","false"
"How long will it take for us to renew a biometric entry permit?","false"
"Work","false"
"Visit","false"
"I need information about german visit visa do u have service","false"
"I would like to apply for Schengen to Greece please\n\nThanks,\nHind","false"
"I want appointment in usa","false"
"I need to accelerate my visa process. Move the visa appointment that I currently have as soon as possible","false"
"Schengen visa","false"
"I need a visa to portugal asap","false"
"Visa Moscow","false"
"I will be awaiting to hear from you.\n\nBest regards,\nKevin.","false"
"I want to go to hungary for 2 persons for 1 week i need requirements and tourist visa","false"
"I need work permit","false"
"I am Indian passport holder I have 11 years experience in Security I have uae driving license light also any opportunity plz send me","false"
"Shengen visa france","false"
"Looking for a schengen tourist visa for the month of September.","false"
"Нужна виза","false"
"I need a business visa urgently for Netherlands. Please call me back","false"
"I am looking to obtain a Schengen visa for Spain, I am looking to go on a cruise from 21st July to 28th July","false"
"I want to know more about this service","false"
"I want to get urgent visa to greece","false"
"please give me datails for holding company in dubai","false"
"Do u have appointment before july","false"
"KSA Visit Visa \n","false"
"Looking for short staying Shengen visa (multiple enry)\nPreviously successfully received (Polish, Spanish, Lithuanian visas - one time/and multi)\n\nNeed to travel in Europe in July","false"
"My Visa appointment on June 18 2024 falls during the upcoming UAE Eid \nholiday , will your office be open or i expect a change of dates ?\nKindly advice .\nThank you \nIman","false"
"I need schengen visa before end of July","false"
"150","false"
"Schengen Visa for my family for tourism visit.","false"
"Hi ! My I know what is the process ?","false"
"Greetings, I am originally from Serbia, but I am UAE resident for almost 5 years. I have trip to Iceland 25th of July. Do I need Schengen visa as I have Serbian Passport? I am traveling from Dubai. Thank you in advance for your answer.","false"
"i need urgent visa to visit Alicante in 4 weeks. i have had several shengens including one for spain. do not need work permit. i have UAE EID","true"
"Need urgent visa for travel to hungry on 25th August 24 for 10 days.","false"
"Im requesting this service for my cousin who has been accepted at an university in US with full scholarship. We need an expedited appointment for the interview as she has to start her stidies in August. We already have an appointment but it is for may 2025.\nCan you be of assistance","false"
"I\\'m trying to get an appointment with the netherlands embassy to apply for visa to visit some friends for 4 days in mid October. \nI would like your assistance to find the nearest possible appointment with the embassy.","false"
"I want to apply visa for china","false"
"получение визы в Англию","false"
"SCHENGEN VISA","false"
"FF","false"
"Need your support for Schengen visa , just be informed I received before 8 times and last 2 time expire was 1 year \nAlso I am Egyptian and UAE resident \nThanks to let me know first appointment","false"
"Hello Concern, I want to visit Turkey, Italy &amp; Germany &amp; Luxembourg with my family. Can you guide me.","false"
"Need to apply for a multiple entry multi year EU visa tourist/Business visits (short terms events 3-5 days at a time)","true"
"Need to apply for a multiple entry multi year EU visa tourist/Business visits (short terms events 3-5 days at a time)","true"
"Need to apply for a multiple entry multi year EU visa tourist/Business visits (short terms events 3-5 days at a time)","true"
"I need visa on Switzerland","false"
"non immigrant visa appointment","false"
"Schengen Visa appointment","false"
"VISIT VISA UK","false"
"I need a visa for greece","false"
"test","false"
"I want to visit Canada","false"
"Need details regarding issuing visa","false"
"السلام عليكم","false"
" Sarah Sacksick: Good afternoon, Im trying to get a visa appointment to travel to Europe with my nanny by end of June\nit is very difficult\nwould you be able to help me?","false"
"Visa to Italy","false"
"I want to apply Schengen visa as I want to visit Austria and Budapest. Kindly assist","false"
"Required Schegen visa for my wife","false"
"I like too opening bank account and Company","false"
"I am Saudi and I am living in UAE , and want to get your help for applying chengen VISA to Europe","false"
"I need a visa to Greece","false"
"Hi,\nI want to get schengen visa. I need some guidence.","false"
"I need to apply for a Schengen visa, I have a 10 year Investor visa and need to travel to Schengen countries on my various business trips to UK and USA","false"
"Applying for visa","false"
"Hi my name is Sudheer Ahmed im from pakistan i need Ataly Work Visa","false"
"Need an urgent appointment","false"
"need visa to e u \n\ntourist","false"
"about usa visa","false"
"Work parmite visa\n\n celanar\nA11946567 passport naber","false"
"More details..UAE resident wants a Visa to Germany","false"
"Need to apply for a Polish visa - can you please tell me how you can assist and how what is the fees for the same?","false"
"I need Ireland Visa","false"
"Work permit vissa","false"
"looking for a job","false"
"Hi, what is the process to get a shengen visa.\nThanks, Hamza","false"
"SHENGEN IN august","false"
"Need appointment for Portugal short stay visa from Dubai.","false"
"Hello, I’m a Bahraini national living in Dubai, UAE working in emirates airlines\n\nWant to apply for Schengen visa \nPlease advise procedures and costs?\n\nThanks","false"
"Passport Belarus ,\nEmirates ID. Need Shenzhen visa in Greece.","false"
"infromation about US immigration","false"
"200000","false"
"Ai am hcochu poluchit viza","false"
"how to apply employment Visa? \nand what documents required?","false"
"France E visa apply","false"
"Want to know the duration of getting Schengen","false"
"Game visa","false"
"How much it costs for tourist visa","false"
"Only watsapp, no call","false"
"Hi","false"
"ណាវ\n","false"
"I want to travel to Portugal before 11th of next month.","false"
"to attend the Europion society of cataract and refactive surgeon meeting next September","false"
"visa tourist","false"
"i want move uk","false"
"Hi, I have a question with regards to this Digital Nomad Visa for UAE. Does the employer contract need to explicitly state that remote work is allowed from UAE? Or do we just provide the salary / employment certificate showing employment details in home country and can additionally attach company policy around remote / flexible working? Please contact by whatsapp or email\n\nWhatsApp: +61 415 338 360\nemail: mitra.santosh@gmail.com","false"
"How long does it take to process a job visa in Germany, how much will it cost, how much will it cost to get a work visa in Germany?","false"
"Open account","false"
"I travel uk","false"
"I need an appointment for Greece Schengen visa, for travel by 13 June. Please WhatsApp instead of call back","false"
"Kari mi salmi bassni ibri Baku B2   kamixsi Ati Si goriari Bani \n\n\n\n\n","false"
"I need shengen to travel Iceland","false"
"Dear Sir/Madam\n         My name is Kashif khan from United Arab Emirates (Dubai). I’m a citizens of pakistan. I have more then 6 years experience in all over GCC countries. I drive three types of vehicles Flat bed, Low bed and box. I am very professional driver. I have been living in United Arab Emirates (Dubai) for the 10 years.\n\nI have also International Driving Permit. (IDP)\n\nLet me know if possible ","false"
"I want","false"
"I m still leave in Dubai as a freelance visa","false"
"Hi, I m looking to get a remote work visa for me and also sponsor my family. I have a Indian passport with EU PERMANENT RESIDENCE. I work for a USA based company","false"
"Hello! We want to get a visa to France in Abu Dhabi. Tell me how much it will cost? What are the deadlines for receipt?","false"
"Study visa","false"
"Italy visa","false"
"iwanted to apply for visa for italy","false"
"I need to apply for a russian tourist visa","false"
"Want to go for a vacation Greece in April 7 to 13.","false"
"I need visa","false"
"hello sir how are you. I am Gobindo sutradhar. I need a work permit VISA. please sir help me.","false"
"I want applying for Italy work visa","false"
"ahsanansari@gmail.com","false"
"I wont work87?","false"
"I need free viza","false"
"I\\'d like to know more about the package , time , and price to get the UAE residency , I work remotely in a non UAE company , and planning to relocate","false"
"I want to travel to Germany","false"
"Dear Sir &amp; Medam I Am In Uae So I Want To Go USA Haw Can Please Can You People\\'s Help Me Thank You \nName Haider Ali Contact 0568050698","false"
"Need assistance with visa (Australian passport)","false"
"I would like to know about Finland visa and how long it takes","false"
"Freelance visa need","false"
"I need visa contact me","false"
"Morning,\nI have a small Airbnb business in Kenya. I have dual Australia/Kenya nationality.\nI lost money in a bank collapse in Kenya some years back and have no faith in this system. I have l legal company paying tax here but have other income from Australia and elsewhere. I am currently using Wise online banking but they also have problems with Kenya so am looking for alternatives.\nAm currently moving around €50k annually. \n\nCheers Mike","false"
"I have 2 years experience in saloon job I wanna go Dubai Europe for more experience in my profession that’s why I need salon work permit","false"
"I want to apply Schengen visa very urgent. We are three family person \n","false"
"Could u please help me, I need more information about schengen visa","false"
"Looking for tourist visa","false"
"I am interested in prices for Schengen tourist visa","false"
"مهتم","false"
"Visit visa","false"
"I want to apply for a tourist visa to Italy but there are no available slots. Therefore I want to avail your services.","false"
"I need a work permit for a labor","false"
"I was following up with Barlas but he’s not answering the calls and i need a response","false"
"Schengen torist visa , plan to vist viena, Prague,Budapaest and swizerland","false"
"I am chaff thar i have Chance","false"
"Sir Kya karniga","false"
"اريد فيزا إلى فرنسا شنغن","false"
"Hi","false"
"I want to work parmt visa","false"
"I have just relocated to Dubai and I\\'m waiting on my Emirates ID that should be available in the next week.\nI was hoping to get an account organised with a cheque boomk so I can arrange to rent an apartment.\nEven if the account can\\'t be used yet, if i can get a cheque book and cards ordered and pick them up once my Emirates ID has been received?","false"
"Kya kam h vha","false"
"Hello my name is Muhammad Umar and I am from Pakistan and I work in past control in Dubai and I want to come to Brazil if you help me I can definitely come to Brazil.","false"
"Работать хочу","false"
"hi","false"
"Interested to get uk visit visa","false"
"I am a good carpenter","false"
"Morocco nationality","false"
"I’m looking for higher studies or work permit.","false"
"WISH TO APPLY FOR SCHENGEN VISA","true"
"Hi \nI would like to apply for a tourist visa for Italy.","false"
"Good work","false"
"Uk visit visa 10 years","false"
"Хочу работат в Европу","false"
" I want to travel","false"
"I want to go to America for quick visit (10 days) during March","false"
"I need Visa any how","false"
"Интересует спонсорская виза для супруга при наличии рабочей визы ОАЭ","false"
"I need the nearest appointment time. Can you assesst","false"
"i need open account","false"
"i want to know about france visit visa from Uae","false"
"Нашей семье нужна туристическая виза в Португалию на июль 2024 г. : 2 взрослых и 3 детей.\nВы сможете нам в этом помочь ? \n\nПодача на документы нужна в Дубае (не в Абу-Даби).","false"
"I am a student and I want to continue my studies our there plz contact me","false"
"I need vizt viza","false"
"Hi - I\\'m looking to get a Schengen visa at the earliest possible time. Please can you let me know how this process works? Thanks","false"
"Need visit visa","false"
"Am from Ghana but currently am in Dubai","false"
"Want to take vacation to US with family.","false"
"i need any company visa\nconstruction, food packaging,super shop etc.","false"
"I m interested to move on Europe recently residing in uae","false"
"Is this schengen visa will help you get a work permit when visiting any of the EU countries?","false"
"2 year UK visit Visa","false"
"LOOKING FOR EARLY SCHENGEN APPIONTMENT","false"
"Здравствуйте! Хочу сделать шенгенскую визу сыну 5 лет. Есть EID. Я тоже резидент ОАЭ. Хотел бы его отправить в австрию к родственникам на лето. подскажите как лучше поступить податься на обычную туристическую или попробовать через приглашение от родственников. какие документы необходимы?","false"
"I need free viza and job \nI can help u ","false"
"Business Bank account","false"
"Technician diesel mechanic and maintenance","false"
"Serbia visa apply me Sir g","false"
"Hello good morning I need some information about visit visa.","false"
"اسلام علیکم ورحمتہ اللہ وبرکاتہ کیا حال ہے آپ سب کا اللہ تعالیٰ آپ کو صحت مند والی زندگی دے اور عزت والی","false"
"Work permit","false"
"I need the Consultancy assistance for Uk work visa related queries","false"
"how can i apply golden visa, because just i am changing company and i have labour offer letter with salary 31000 AED \nbefore my salary is transfer 21000 AED","false"
"for travel visa","false"
"فيزا عمرة لشخص واحد","false"
"Need","false"
"I NEED ITALY VISA","false"
"Hi sir how are you im from Pakistan im working in dubai ajman in restaurant I have 6 years experience please sir give me visa and now I living in dubai ajman","false"
"I need work permet","false"
"I have a trip in April to Prague and I need to apply for the Schengen visa","false"
"I need an urgent Schengen visa (for entry to France)","false"
"Italian tourist visa application","false"
"Need bank account in ras al khahimah","false"
"Need to apply for visa to Germany for a peace conference in Munich. I have been trying on line but couldn\\'t succeed","false"
"Hi how areyou","false"
"I need job plz help me","false"
"I am working in Sharjah I need work permit visa in USA or canada","false"
"PLANNING FOR EUROPE TRIP","false"
"I’m interested please","false"
"Visa","false"
"I want work","false"
"I want open account","false"
"Здравствуйте мы с женой хотели бы посетить европу","false"
"I am going for 2 week visit accross Europe","false"
"Speak Russia language","false"
"Mujhe Azad visa lagwana hai","false"
"I want to apply for Visa to Greece","false"
"Call me","false"
"I\\'m in Dubai \nHere I have texi driving job \nI want move in UK for job","false"
"I would like to apply for a 5 year multi entry tourism visa for Schegen territories","false"
"No","false"
"Schengan visa request","false"
"Pakistan","false"
"I need appointment for VFS malta from dubai for visa .","false"
"I reside in Dubai","false"
"I am traveling to UK by June, planned to visit France too the meanwhile. I would like to enquire about Schengen visa.","false"
"WE NEED CHINESE BUSINESS VISA","false"
"Mera id gum ho gya hai new id mil sakti hai kya","false"
"Visa to Denmark","false"
"I want to apply","false"
"I wnt get China visa","false"
"I need World cup visa","false"
"I want to travel to Spain. I have a sales representative’s passport","false"
"I need visit amsterdam and lisbon along with my husband as he travels frequently and we are planning to expand our current business to europe as well…my 5 years schengen just expired …i would like to apply for the same or linger period..","false"
"I\\'m looking for job in a chef I have total experience 7 year","false"
"IAM a SriLankan living in Dubai I want a schen visa","false"
"Я ХОЧУ В ДУБАЙ ГДЕН РОБЛОКС СКИЮИДИ СКИЮИД РИЗЗ \n","false"
"اريد الاستفسار عن حصول لفيزا لالمانيا","false"
"sir i need work permit for work Italy","false"
"I have apply Visa","false"
"тг @ritameee написала вам в тг, ответье плиз","false"
"Hi sir good afternoon I have already uae work permit and also driver licence but I want to transfer in patalgal my all life still there","false"
"Hello dear Sir /Mam I\\'m from Pakistan but currently now in UAE as employment visa so I want to move in Malta for work permit","false"
"Интересует оперативное открытие банковского счета (ОАЭ/офшор) для фризоновской компании","false"
"Contact just tru and real work thenks...","false"
"Germany visa","false"
"Urgent visa to Italy","true"
"I am interest food service work in Canada","false"
"Electric","false"
"Сколько стоит? И сколько ждать","false"
"do you have available appointment slots for France VFS?","false"
"Hello\nMy name is Hani. I\\'m a biomedical engineering last year student in turkey but I\\'m living in the UAE. I want to work in the USA as biomedical engineer.\nWhich visa type is recommended for my job. And how much the fees for the visa and the time which take to approved.\nThanks in advance.","false"
"i’m a Hair stylist currently working as a hairstyle Abudhabi","false"
"First time applying for china","false"
"Здравствуйте","false"
"May you help me with study visa appointment?\ni,ve my documents ready","false"
"How to book an appointment to visit the consult of the USA in dubai","false"
"GOOD","false"
"looking to travel Europe in July","false"
"I interest.. B2","false"
"Besoin du visa français.\nMerci","false"
"hi need an express visa for schengen, arriving into italy 24 july\nthai national, living in dubai with residency\nmarried to uk national\npls advise\n","true"
"Parmanent move Portugal with family","false"
"schengen visa","false"
"I need to attend T20 cricket world cup in the USA. \n\nI already purchased the tickets for all the matches in the US.","false"
"How much is the fees for an urgent visa?","false"
"I am a Bangladeshi I have Dubai Residency three years + running I know little English I have skills in work like hotel boy restaurant waiter and furniture salesman I can adapt myself to any job please help me","false"
"Urgent appointment for German Business Trip","false"
"Are u on duty","false"
"I need usa visa I am a auto denter+I hav a dubai driving liecense","false"
"How can get a residency permit,av been stay in uae for over 7yrs before the visa restrict for nigerians I also have my driver\\'s license with me which is valid till 2026 if you people can help me with to get the visa back I wish to still work and live in uae","false"
"Good morning Please what is the criteria for UK travel assistance","false"
"i need to open an bank account with zero balance. Kindly let me know how to proceed","false"
"I want to know about mi working visa","false"
"I\\'m looking to travel to Europe, Greece however my main concern is if I can travel within may 10th.","false"
"Hi sir I just want to discuss about the visa process just help me with that","false"
"I need a work permit","false"
"I want to apply Schengen visa and need support to manage the documents","false"
"I am planning for a torist VISA to Europe. I will decide the destination based on the availability of VISA appointments","false"
"I have costumer 5 people please contact me","false"
"Require visit visa or multiple visa entry for 5 yeats","false"
"Need one year Schengen visa. going to e1 electric boat raising","false"
"Plz call back","false"
"I want to apple your counter visa sir","false"
" just inquire tourist visa to US","false"
"уекролбшжьщдщдошьщю.","false"
"Good working","false"
"I need advice on eligibility for a golden visa","false"
"Any vacancy tell me please I need job I will you be 5 year experience have","false"
"Vakansia","false"
"I want to get two appointment for the Schengen Visa in Dubai \n","false"
"im moroccan currently living in Dubai, i have my UAE residency and i would like to travel to croatia during the summer so please can you tell me whatkimd of documents do i will need for the visa ? \nthank you","false"
"Pls call me","false"
"Нужна виза в Италию","false"
"Hello sir good morning my name is sunil Singh my form India I\\'m working dubhi I need apartment Germany embassy for cook dooument ready for all Book my appointment please","false"
"Looking for Tourist visa to US","false"
"I know tailor work and coat pants all kinds of work","false"
"تفاصيل","false"
"Good","false"
"Hello sir or madam my name is Syed iqbal already working Dubai unimix company jop havey trailer driver jobs need jop my experience 20 years Dubai My contact whatsopp no 00971505263090 my email iqbalgardazi2010@gmail.com thank you sir waiting for your valuable reply ok thanks","false"
"Hi greeting \nPlease I\\'m in Dubai and I want to move to Belgium for work permit?","false"
"Hello,\n\nLooking to make a visa to Belgium for my wife and I, we are both Lebanese passport holders.\nKindly let me know of the required documentation and cost.\n\nThank you.","false"
"Just change life and acheive new expirence","false"
"Work","false"
"We plan to apply for Switzerland visa for tourism.","false"
"Need to apply for US visit visa along with the family.","false"
"We are planning to visit Italy on April 28. Please let me know how much is the charges and how long it will take to process the visa. Thanks","false"
"need shengen visa","false"
"Buliding painter veza available","false"
"How can i book an urgent appointment","false"
"Visa","false"
"Hello \nI want to apply work in US as massage therapist. Looking forward your respondn","false"
"I need visa","false"
"I m interested for Lithuania Tourist Visa\n","false"
"Want to apply schengen visit visa","false"
"I am looking for online job","false"
"This is my dream have travel to uk","false"
"Work permit visa","false"
"I already to apply to Portugal send me A latter government of Portugal pleas help me reach to Portugal","false"
"I want to check my immigration is there any fine or issue have or not","false"
"Free visa Japan \n","false"
"Good morning I want Shanghai visa for me, my wife and three children","false"
"I need italy visa","false"
"I\\'m a Student who is currently Doing my masters in international business  from Hult international business school and now I plan to rotate rotate to other boston branch of the college \nMy Visa has being rejected for USA back in September 2023","false"
"Im weldar 6g smaw","false"
"Visa application","false"
"this bank is good i need the new account","false"
"Working visa","false"
"please call back - Shengen visa for france - Bahrain citizen resident in dubai","false"
"Alex&amp;TilekTest","false"
"Give me a Visa please","false"
"I am looking for work visa with job","false"
"I want open account","false"
"Looking for Schengen Visa appointment for Tourist","false"
"im painter and driver","false"
"I am looking to travel to Italy","false"
"Need Uk tourist visa","false"
"I am from Yemen holding Yemeni Passport, resident of UAE since 10 years, holding golden visa, 62 years old, retired, make my living thru properties trading, buying, selling and renting on freelance Base. I would like to visit Singapore at around 27 May 2024 for about 10 days for holiday. FYI, I have been to Singapore at least 2 times in the 1990s","false"
"Visa for visiting Belgium on June 1st week","false"
"Need long term visa","false"
"STORE DATA ENTRY WORK OTHER WORKS","false"
"Albanian is very beautiful country I\\'m very interested in Europe","false"
"I need a visa to go to Spain. From May 15 to June 8 2024. Would like multiple entry.\n\n","false"
"Visa To Romania.","false"
"Hi, I need assistance in processing Schengen Visa, planning my travel on 21st May 2024.\nRegards,","false"
"I want apply uk visit visa","false"
"Luxemberug","false"
"Dear sir: I hope you\\'re well kindly I inform you that I\\'m working in Dubai around 19 years as a boats captain like dinner cruise or tug boat any suitable job for me I will do my best Thank you.  Regarding Ghulam Sarwar","false"
"I\\'m interested to work with your management","false"
"Good afternoon sir/madam \n  Let me hope this message finds you wel, am writing this message because I wanted to know either my employment Visa is canceled or not .\nMy passport number is A00242627 please help me and check it for me. The reason why iam asking is because I did concelation last month so I want to know either the visa has been conceled or not by my company \n","false"
"I am electrician I need job from Canada","false"
"I need info for travelling to Lisbon, Portugal for a week for business purpose to explore the foodstuff &amp; clothing market.","false"
"Maine jana hai driving ke liye agar aapke pass koi viza hai to Bata dena","false"
"I am trying to make an appointment for SCHENGEN VISA, Poland Business trip.","false"
"I need visa consultation","false"
"I want to do something in my life.","false"
" I want to. Visit  Usa","false"
"As per my age of 60 years old I am looking for easy job","false"
"Please call me if someone speaks Russian.","false"
"Storkpeer","false"
"Please contact by WhatsApp","false"
"أريد عمل فيزا شنغن لزوجتي وهي من الجنسية المغربية","false"
"I\\'m oporetor of heavy tractor ","false"
"Pipe fitter","false"
"I would like to work in canada","false"
"Please arrange a call.","false"
"I have a family member who is willing to send me an invitation for a visa. I need professional assistance to handle the process. I live in Al Ain, Abu Dhabi.","false"
"aslamoalukum,\n\ni live in Dubai i need a job","false"
"I would like to get the shenghen Visa from Dubai","false"
"Hi","false"
"I need a Russia visa can someone contact me \nTganka","false"
"Im.painter work 15.years dubai","false"
"Visit visa","false"
"I want to get inquiries on how to travel to japan with a work permit and how much it cost","false"
"I need driver job","false"
"I need work permit","false"
"Am interested in getting Schengen visa for some European countries - tourism proposes","false"
"Taxi draver viza cancel","false"
"Want to have a Schengen visa for Tourism","false"
"looking for visa for spain","false"
"I m intrastated sir","false"
"I need to attend a 3 days Master class conference in Madrid. I have the invitation from the company Investors Trust. They will take care of the food and lodging. Kindly let me know how to go about for the visa. Thanks","false"
"Hi im planning to go to Disney in France\nIn middle of October with my son, can you help me in the process. \nThanks","false"
"wark prmnt","false"
"Urgent Visa to Malta, I have conference from 11 to 14 november there.","false"
"Am Moroccan citizen living in UAE want to visit China (Shanghai, Hong Kong) do I need a visa or can get the entry in Shanghai upon arrival?","false"
"Apply visibto japan","false"
"Tourist visa","false"
"I\\'m working Japan \n\n\n\nI\\'m work permit Japan \n\n\n\n\n","false"
"Massage","false"
"i am want to go balgaria","false"
"For living","false"
"I need a visa for my Philippine maid. \nShe travels with us to The Netherlands from 14 till 26 December 2024 \n\nCan your office arrange this. ?\nKind regards.","true"
"Request for Information","false"
"looking for a visit visa of US can you please assist me?","false"
"Nothing","false"
"test","false"
" Im a bus driver in Dubai","false"
"I need a job","false"
"My name is Suzan Hamdan I have a body building competition and I would love to join in Poland","false"
"To work","false"
"اعمل حاليا في ماجد الفطيم","false"
"My name is Gautam Sarkar. I am working in pepsi company. i am a forklift operator in dubai .please give me a chance to go to canada please","false"
"Je veux mémoriser la coran","false"
"TO GET SCHENGEN VISA URGENTLY\n","false"
"tourist visa uk","false"
"i want saudia visa i am in uae on an employment visa","false"
"USA","false"
"My visa got rejected on 10th September. so looking for professional agent to help me to get visit visa for UK.","false"
"I need Romania work permit","false"
"Reschedule","false"
"Request for transit visa","false"
"haidaramamadou264@gmail.com","false"
"thank you","false"
"I have all documents","false"
"Tourist visa","false"
"I want to costs for Visa application and assistance","false"
"I want to apply schengen visa","false"
"Kitchen helper packing helper store keeper cleaner boy","false"
"Visit visa us","false"
"How much is the fees","false"
"I need a job with experience in security in Dubai","false"
"أريد الحصول على فيزا","false"
"I.m not working","false"
"I need Canada work person","false"
"We have green card in uae dubai i want apply for visa tourist to germany","false"
"Hello, I was looking to attend a 9 months residential programme in Eimeldingen, Germany. But it is a non-accredited school, so they need us to have our own visas. Please can you let me know if you have any options?","false"
"Необходима срочная виза.","false"
"Want a work permit for Luxembourg","false"
"I need a Chinese visa to visit and return","false"
"AlexTest","false"
"Canada and USA visa Available yes and No","false"
"Looking for visa for Switzerland","false"
"Need details for Chinese visa","false"
"Hello how to get Japon visa ?","false"
"Hello, i want to get schengen visa for me and my family which are including 3 persons totally.\nI want to travel in december. Can you please help me on this? Thanks","false"
"Bood painter","false"
"us visa","false"
"I hear the news of your Tuscany visa I\\'m interested and I want to come","false"
"Hi There,\n\ni am looking for Europe Tourist Visa from Dubai","false"
"I need a work in Canada and study","false"
"I have event to attend","false"
"INEED A WORK PERMIT","false"
"Hi hello I\\'m interested in Canada work permit in job I\\'m writing for you job my work for you dubai","false"
"Looking for a Swiss/Schengen Visa.","false"
"I need Australia visa help","false"
"looking for holiday travel in Schengen country.","false"
"Want a visit visa to canada","false"
"Hello, have a good time. God bless you. My name is Wahidullah. I am from Afghanistan. I am an engineer in the motor sector. I make motorcycle keys. I am 24 years old. Thank you.","false"
"tourist visa","false"
"My daughter already passed her DS-160 and secured an appointment. We need help for a concern on her DS -160 application.","false"
"I need Schengen visa appointment for 2 passenger for 2 September. What is the possibility. \nOne will be accompanying the sponsor and the other for business.","false"
"need uk visa","false"
"Work Embroidery machine oprtar 5 year experience end fode picking 1 year","false"
"I want to take proper information before","false"
"Hello Sir;                        I\\'m Shamraiz from Pakistan and I\\'m in UAE(Dubai) . I want Permit or Visit Visa can you tell me HOW a way how I got","false"
"For Montenegro Visa","false"
"Tourist visa","false"
"how much is it for a us visa and how long does it take","false"
"WORK PERMIT","false"
"No comment","false"
"kashifimran9309@gmail.com","false"
"i want work","false"
"I need job for work permit please tell me details thank you","false"
"Hi \nLooking for a job vacancy","false"
"Hi - I need to obtain a Business Visa for China. I have an LOI from my company. Can you assist?","true"
"Would like to apply for visit visa for norway","false"
"I need visa to Saudi Arabia","false"
"visit visa","false"
"Iwould like to know about UK visa process and charges","false"
"Good day , we need Schengen visa for October","false"
"I need a Schengen visa to travel to Austria and poland in December","false"
"I want to travel to America","false"
"Hi, I need the earliest appointment for US visa application either in Dubai or Abu Dhabi. Thank you.","false"
"Uk","false"
"I want to migrate to Canada and I need working visa permit","false"
"To enquire about UK visa","false"
"I need a conference visa to the United state","false"
"Switzerland torist visa 30 day","false"
"Palestinian Syrian girl with her mom Syrian one traveling to visit sister in Netherlands for 15 days and come back\n\n\nHow much the visa cost and what is the required document","false"
"No coment","false"
"U.S.A  TOURS FOR INDIAN NATIONAL","false"
"I want to move to america from dubai for work","false"
"Islam","false"
"i need to expedite my appointment to dec","false"
"TURIST VISA","false"
"I need schengen","false"
"Looking for one year multiple visa","false"
"want to have appointment for German visa","false"
"test","false"
"Applying for US Visa","false"
"Diploma in civil Engeneering","false"
"Neew to support how to apply visa","false"
"Hello","false"
"i want to apply for USA visa","false"
"I need a Schengen visa appointment for travelling in Dec 24. Let me know if how you canhelp. Thanks","false"
"Urgent Via curacao","false"
"Visit","false"
"visa with family","false"
"интересует виза в ста","false"
"Tourist vis","false"
"how can i get visa japan \nim from iraq \ni live in uae","false"
"photo","false"
